Tag	ClassType	DataType	Property	Value
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	RawValue	
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Device	1
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Port	0
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Type	
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Mapping	
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Value	0
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Enabled	0
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Format	
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M13-A)  WIRE(V2AA)
ROPS HEATER POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Units	
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Channel	26
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-59) IO(226)
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Tag	ROPS HEATER GROUND
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Help	11
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	2
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	RawValue	
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Device	1
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Port	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Type	
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Mapping	
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Int32	Value	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Enabled	0
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Format	
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M13-B)  WIRE(0)
ROPS HEATER GROUND	IO_NIDAQSCXIDigitalInput	String	Units	
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Channel	22
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-23) IO(122)
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Tag	AIR SUSPENSION SEAT POWER SWITCHED
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Help	11
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	RawValue	
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Device	1
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Port	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Type	
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Mapping	
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Int32	Value	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Enabled	0
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Format	
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M31-A)  WIRE(V2AA)
AIR SUSPENSION SEAT POWER SWITCHED	IO_NIDAQSCXIDigitalInput	String	Units	
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	Channel	27
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-60) IO(227)
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Tag	AIR SUSPENSION SEAT GROUND
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Help	11
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	2
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	RawValue	
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Device	1
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	Port	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Type	
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Mapping	
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Int32	Value	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Enabled	0
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Format	
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M31-B)  WIRE(0)
AIR SUSPENSION SEAT GROUND	IO_NIDAQSCXIDigitalInput	String	Units	
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	Channel	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(STUD) IO(400)
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Tag	CAB POWER UNSWITCHED
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Help	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	RawValue	
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Device	1
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Type	
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Mapping	
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Format	
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(B+)  WIRE()
CAB POWER UNSWITCHED	IO_NIDAQSCXIDigitalOutput	String	Units	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	Channel	23
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Description	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Tag	Circuit Breaker Alarm
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Help	D13
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	RawValue	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Device	1
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	Port	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Type	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Mapping	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Int32	Value	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Enabled	0
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Format	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Detail	
Circuit Breaker Alarm	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteReset	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	Channel	24
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteReset	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteReset
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteReset	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteReset	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteReset	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteReset	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteLeft	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	Channel	25
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteLeft
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteLeft	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteLeft	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteEnter	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	Channel	26
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteEnter
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteEnter	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteEnter	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteRight	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	Channel	27
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteRight	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteRight
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteRight	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteRight	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteRight	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteRight	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteUp	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	Channel	28
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteUp	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteUp
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteUp	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteUp	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteUp	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteUp	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteDown	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	Channel	29
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteDown	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteDown
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteDown	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteDown	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteDown	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteDown	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteYes	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	Channel	30
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteYes	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteYes
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteYes	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteYes	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteYes	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteYes	IO_NIDAQSCXIDigitalInput	String	Units	
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteNo	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	Channel	31
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Description	
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RemoteNo	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Tag	RemoteNo
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Help	D13
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	3
RemoteNo	IO_NIDAQSCXIDigitalInput	String	RawValue	
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Device	1
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Type	
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Mapping	
RemoteNo	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RemoteNo	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Format	
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Detail	
RemoteNo	IO_NIDAQSCXIDigitalInput	String	Units	
Ky	IO_Keyboard	String	Group	IO_Keyboard
Ky	IO_Keyboard	String	Group	IO_Keyboard
